product_id,promo_density_total,promo_density_natural_clean,promo_density_clinical_premium,abstractness_ratio,semantic_gap_coarse,skepticism_ratio,value_complaint_ratio,negative_repurchase_ratio,scenario_entropy,attenuation_index_exploratory,mean_reviews_per_active_month,brand,product_name,spf_value,mineral_or_chemical,review_count,first_review_date,last_review_date,review_span_months,matched_terms
B002JAYMEE,9.836065573770492,0.819672131147541,0.0,0.0909090909090909,0.8298937592646217,0.09972011263207772,0.000333333333333333,0.0,0.15968771566756315,0.198061823989444,5.0,Neutrogena,"Neutrogena Ultra Sheer Dry-Touch Water Resistant and Non-Greasy Sunscreen Lotion with Broad Spectrum SPF 100+, 3 Fl Oz (Pack of 1)",100.0,,2518,2009-11-13,2023-07-19,164.1,sunscreen; spf; broad spectrum; sun protection; uva; uvb
B08748D8TF,6.103286384976526,0.4694835680751174,0.0,0.0,0.8022956119961657,0.04455728775343099,0.0,0.00027548209366391155,0.08283583082405914,0.19686889068463342,4.132231404958677,Australian Gold,"Australian Gold Sunscreen Lotion SPF 30, 8 Ounce | Moisture Max | Infused with Aloe Vera | Broad Spectrum | Water Resistant",30.0,,1145,2010-09-22,2023-08-03,154.3,sunscreen; sunblock; spf; broad spectrum; sun protection; uva; uvb
B00HB2JQNM,2.631578947368421,0.0,0.0,0.0,0.8338329417923777,0.03482624452558658,0.0,0.0,0.07360636809282298,0.19572659973911138,4.9504950495049505,Olay,"Facial Moisturizing Lotion SPF 30 by Olay Total Effects for Dry Skin, 7 Benefits including Minimize Pores, Anti-Aging, 1.7 oz",30.0,,1183,2014-02-22,2023-08-31,114.2,spf; sun protection
B0BQX52B49,0.0,0.0,0.0,0.0,0.6765271469635888,0.001493643401855961,0.0006038647342995167,0.0,0.0269367749963402,0.19521170420486364,6.944444444444445,Vive,"Vive Lotion Applicator for Back, Feet (17.5"") - Self Washer Beauty Shower Sponge, Long Handle Cream Wand for Elderly, Women - Apply Medicine, Skin Cream, Body Wash, Sunscreen, Tanner",,,3209,2017-03-13,2023-06-08,74.8,sunscreen
B004D2C57M,5.013192612137203,0.5277044854881267,0.2638522427440633,0.0,0.8198182632978441,0.029212737465955593,0.005115788043918972,0.000310173697270471,0.07770666004288623,0.19457897966650678,4.032258064516129,Neutrogena,"Neutrogena Rapid Wrinkle Repair Retinol Face Moisturizer with SPF 30 Sunscreen, Daily Anti-Aging Face Cream with Retinol & Hyaluronic Acid to Fight Fine Lines, Wrinkles, & Dark Spots, 1 fl. oz",30.0,mixed,2065,2011-03-08,2023-08-20,149.4,sunscreen; spf; broad spectrum
B0BQX4ZR4X,0.0,0.0,0.0,0.0,0.6757020853068164,0.0029896832316187133,0.0007728494623655903,0.0,0.038795361722250926,0.19333104499062684,8.064516129032258,Vive,"Vive Lotion Applicator for Back, Feet (17.5"") - Self Washer Beauty Shower Sponge, Long Handle Cream Wand for Elderly, Women - Apply Medicine, Skin Cream, Body Wash, Sunscreen, Tanner (Dark)",,,803,2018-02-08,2023-08-25,66.5,sunscreen
B079Z6VK4W,3.0927835051546393,2.061855670103093,0.0,0.3333333333333333,0.8737270553107098,0.002595414092740294,0.00017217630853994464,0.001025290498974709,0.040283544684837816,0.1930212819927332,4.132231404958677,bareMinerals,Original Matte Loose Mineral Foundation Broad Specrum SPF 15,15.0,mineral,2102,2007-01-10,2023-08-14,199.1,spf
B0747TWXZW,7.207207207207207,4.504504504504505,0.0,0.5,0.8409765033618737,0.0036300717302000973,0.0027100271002710027,0.001640744668316248,0.051222754246594754,0.1919321636118879,4.065040650406504,bareMinerals,Original Matte Loose Mineral Foundation Broad Spectrum SPF 15,15.0,mineral,785,2010-07-22,2023-06-20,154.9,spf; broad spectrum
B0861ZRWRC,13.559322033898304,0.0,0.0,0.0,0.9575403893285341,0.0335635454446338,0.001429396874312128,0.0006420133538777602,0.09507549230672989,0.19157181772909163,4.237288135593221,Australian Gold,"Australian Gold Sheer Coverage Continuous Spray Sunscreen SPF 15, 6 Ounce | Quick Absorbing Invisible Dry | Broad Spectrum | Water Resistant",15.0,,775,2008-06-18,2023-08-22,182.1,sunscreen; spf; broad spectrum; sun protection; uva; uvb
B0058SXKV0,7.4074074074074066,0.0,0.0,0.0,0.8316381459729235,0.03201818098319103,0.001059322033898305,0.0,0.0921517951402194,0.19143992577538801,4.237288135593221,Banana Boat,"Banana Boat Sport Ultra SPF 30 Sunscreen Lotion, 3oz | Travel Size Sunscreen, Banana Boat Sunscreen SPF 30 Lotion, Oxybenzone Free Sunscreen, Sunblock Lotion Sunscreen SPF 30, 3oz each Twin Pack",30.0,chemical,2281,2012-07-12,2023-09-01,133.6,sunscreen; sunblock; spf; broad spectrum; sun protection; uva; uvb
B0BTTN3SVN,7.172995780590717,3.375527426160337,0.0,0.0625,0.8093800147863244,0.1112329202702075,0.0007415042478760617,0.00030864197530864164,0.21380341405005301,0.1908717298268478,4.166666666666667,Alba Botanica,"Alba Botanica Sunscreen for Face, Fragrance-Free Sheer Mineral Face Sunscreen Lotion, Broad Spectrum SPF 50, Water Resistant and Biodegradable, 2 fl. oz. Bottle",50.0,mineral,763,2011-07-14,2023-08-03,144.6,sunscreen; spf; broad spectrum; sun protection
B0013OKSAY,6.646525679758309,1.2084592145015105,0.0,0.1538461538461538,0.762723800386672,0.06184044837661624,0.002370713362483843,0.0010004850836769338,0.14316771266250433,0.19076139159202418,4.032258064516129,Aveeno,"Aveeno Positively Radiant Daily Facial Moisturizer with Total Soy Complex and Broad Spectrum SPF 30 Sunscreen, Oil-Free and Non-Comedogenic, 2.5 fl. oz",30.0,,830,2011-02-07,2023-03-18,145.3,sunscreen; spf; broad spectrum; sun protection; uva; uvb
B001IM5VT4,6.069364161849711,2.023121387283237,0.0,0.25,0.7654536065680891,0.05283793401513009,0.0005252100840336134,0.0006464124111182932,0.12973222750342145,0.1901978403276427,4.201680672268908,Aveeno,"Aveeno Positively Radiant Daily Facial Moisturizer with Broad Spectrum SPF 15 Sunscreen & Total Soy Complex for Even Tone & Texture, Hypoallergenic, Oil-Free & Non-Comedogenic, 4 fl. oz",15.0,chemical,1778,2010-01-17,2023-08-13,162.8,sunscreen; spf; broad spectrum; uva; uvb
B075WZQ8RF,1.4388489208633095,0.0,0.7194244604316548,0.1428571428571428,0.758577587399774,0.03657259370791694,0.0013612689393939375,0.0018408764367816078,0.10813631565495477,0.190145051325428,7.8125,Olay,"Olay Regenerist Whip Face Moisturizer Cream with Sunscreen SPF 25, 1.7 oz",25.0,chemical,1226,2017-12-07,2023-07-19,67.3,sunscreen; spf; sun protection
B08MTDKCX8,1.867572156196944,0.5093378607809848,0.6791171477079796,0.2,0.6464966881983185,0.008204318262969431,0.0,0.0,0.06211681126058553,0.19003793322677373,9.615384615384615,Earth's Daughter,"SPF Lip Balm 4-Pack by Earth's Daughter - Lip Sunscreen, SPF 15, Organic Ingredients, Cherry Flavor, Beeswax, Coconut Oil, Vitamin E - Hypoallergenic, Paraben Free, Gluten Free",15.0,chemical,1602,2018-07-10,2023-07-15,60.2,sunscreen; spf; broad spectrum; sun protection; uva; uvb
B0C8BKLQYJ,9.40766550522648,3.8327526132404173,0.0,0.4230769230769231,0.7465153760509758,0.018989341783923468,0.0001453065969195,0.0004864612157739784,0.0818946654489005,0.1894758113985703,4.504504504504505,Jergens,"Jergens Natural Glow Face Self Tanner Lotion, SPF 20 Sunless Tanning, Medium to Deep Skin Tone Moisturizer, Daily Facial Sunscreen, Oil Free, Broad Spectrum Protection, 2-2 oz",20.0,,2755,2009-06-07,2023-09-05,170.9,sunscreen; spf; broad spectrum; uva; uvb
B0BN491W2F,8.292682926829269,0.0,0.0,0.0,0.824255752412305,0.017771044650435962,0.0016792855756163853,0.0019801980198019802,0.08452233339019427,0.1893417176159465,4.9504950495049505,Banana Boat,"Banana Boat Sport Ultra SPF 50 Sunscreen Spray | Banana Boat Sunscreen Spray SPF 50, Spray On Sunscreen, Water Resistant Sunscreen, Oxybenzone Free Sunscreen Pack SPF 50, 6oz each Twin Pack",50.0,chemical,1084,2013-12-14,2023-08-30,116.5,sunscreen; spf; broad spectrum; sun protection; uva; uvb
B007MV4BQY,3.103448275862069,0.3448275862068966,0.0,0.0,0.6886256971310719,0.058639151673598636,0.0028643323913132134,0.0,0.14619253190051004,0.18906932221980585,4.854368932038835,Sun Bum,Sun Bum Original SPF 30 Sunscreen Face Stick | Vegan and Hawaii 104 Reef Act Compliant (Octinoxate & Oxybenzone Free) Broad Spectrum Moisturizing UVA/UVB Sunscreen with Vitamin E | .45 oz,30.0,chemical,983,2012-10-12,2023-08-16,130.1,sunscreen; spf; broad spectrum; sun protection; uva; uvb
B0BSSLNXZY,12.903225806451612,3.225806451612903,0.0,0.0,0.9116378794715572,0.06734299237953863,0.0032432346157836344,0.000371609067261241,0.16086699094228066,0.18893321044616668,4.273504273504273,,"EltaMD UV Sport Body Sunscreen, SPF 50 Sport Sunscreen Lotion, Sweat Resistant and Water Resistant up to 80 Minutes, Formulated with Zinc Oxide Great for Outdoor Physical Activities, 7 oz Pump",50.0,mineral,1471,2011-05-21,2023-09-01,147.4,sunscreen; spf; sun protection; uva; uvb; zinc oxide
B00CWY8OC8,5.384615384615384,0.3846153846153846,0.0,0.1666666666666666,0.8409124026693688,0.03906527172648538,0.0005709391949757345,0.0,0.1158983789902578,0.18868264051863795,4.424778761061947,RoC,"RoC Multi Correxion 5 in 1 Anti-Aging Daily Face Moisturizer with Broad Spectrum SPF 30 & Shea Butter, Skin Care Treatment for Women & Men, 1.7 Ounces (Packaging May Vary)",30.0,,782,2013-09-20,2023-08-13,118.7,spf; broad spectrum; uva; uvb
B007M81A6Q,0.8064516129032258,0.8064516129032258,0.0,0.25,0.7858284226587074,0.0170780989279206,0.0012036743744060804,0.001355013550135501,0.0903222812228829,0.187698645414935,4.065040650406504,Olay,"Olay Total Effects Tone Correcting Face Moisturizer with Sunscreen SPF 15, Light to Medium 1.7 Ounces",15.0,,1038,2012-06-29,2023-08-16,133.5,sunscreen; spf
B0BHFCMMW1,2.341137123745819,2.0066889632107023,0.0,0.4444444444444444,0.6801421138892983,0.06968417105011415,0.0016463049736796392,0.000337040781934613,0.17337148169854122,0.18672679141422954,7.246376811594203,Gloves In A Bottle,"Gloves In A Bottle – Shielding Lotion for Dry Skin, Hand Lotion Travel Size, Protects & Restores Dry Cracked Skin (Tube, SPF)",,mineral,738,2017-01-20,2023-07-19,77.9,spf; sun protection
B0CBL92Q9Q,3.4482758620689653,3.4482758620689653,0.0,0.0,0.8769372715517305,0.08948934948048202,0.0016502389486260452,0.0002108370229812355,0.2064224450060127,0.18602758483584386,5.376344086021505,,"La Roche-Posay Anthelios Melt-In Milk Body & Face Sunscreen SPF 60, Oil Free Sunscreen for Sensitive Skin, Sport Sunscreen Lotion, Sun Protection and Sun Skin Care, Oxybenzone Free",60.0,chemical,1419,2010-01-16,2023-08-31,163.4,sunscreen; spf; sun protection
B0BNPHJ9GM,1.1764705882352942,0.5882352941176471,0.0,0.1666666666666666,0.7171215326008967,0.012664360294724578,0.0010915245761326366,0.0,0.09133226234831597,0.18580573676278733,3.6496350364963503,MISSHA,"MISSHA M PERFECT COVER BB CREAM #23 SPF 42 PA+++ 50ml-Lightweight, Multi-Function, High Coverage Makeup to help infuse moisture for firmer-looking skin with reduction in appearance of fine lines",42.0,,1556,2010-03-25,2023-09-03,161.3,sunscreen; spf
B01KJGUUHM,6.906906906906906,1.5015015015015014,0.0,0.0,0.719757814725335,0.09216291387801344,0.0,0.0,0.2113601034415962,0.18537685347508476,6.666666666666667,Eucerin,"Eucerin Daily Hydration Broad Spectrum SPF 30 Sunscreen Body Cream for Dry Skin, 8 Oz Tube",30.0,chemical,750,2016-11-16,2023-08-10,80.7,sunscreen; spf; broad spectrum; uva; uvb
B0BYDKJG5X,2.2900763358778624,0.0,1.5267175572519085,1.0,0.8020873034127906,0.0006329113924050633,0.0012590172859670609,0.00020416496529195567,0.07702722590532854,0.18515022379947055,6.329113924050633,Yoseng,Yoseng Oval Foundation Brush Second Largest Toothbrush Makeup Brushes Fast Flawless Application Liquid Cream Powder Foundation Sunscreen(Medium),,,691,2016-05-19,2023-08-08,86.6,sunscreen
B0BDW22ZVC,2.43161094224924,0.60790273556231,0.0,0.125,0.7303556446760463,0.010839652622331561,0.0015283755778734251,0.0027100271002710027,0.09902138028048556,0.18450722040013845,4.065040650406504,REVLON,"Liquid Foundation by Revlon, ColorStay Face Makeup for Combination & Oily Skin, SPF 15, Longwear Medium-Full Coverage with Matte Finish, Warm Golden (310), 1.0 Oz",15.0,mineral,2624,2011-06-29,2023-08-20,145.7,spf
B0BFV6YN3B,5.415162454873647,0.0,0.0,0.0,0.7875984725687641,0.05678517609391678,0.0006064281382656154,0.0,0.1634599880234751,0.1844951622580464,5.154639175257732,Neutrogena,"Neutrogena Beach Defense Water-Resistant Sunscreen Lotion with Broad Spectrum SPF 30, Oil-Free and PABA-Free Oxybenzone-Free Sunscreen Lotion, UVA/UVB Sun Protection, SPF 50, 6.7 fl. oz",30.0,chemical,1113,2013-04-10,2023-08-13,124.1,sunscreen; spf; broad spectrum; sun protection; uva; uvb
B0BHMSNGR2,1.6129032258064515,0.0,0.0,0.0,0.8020682145773633,0.015833754562163925,0.007246376811594203,0.0,0.11103603507963203,0.18435451355562132,3.6231884057971016,MISSHA,"MISSHA M PERFECT COVER BB CREAM #21 SPF 42 PA+++, Multi-Function, High Coverage Makeup to help infuse moisture for firmer-looking skin with reduction in appearance of fine lines 50ml-Lightweight",42.0,,1870,2010-01-25,2023-08-24,162.9,spf
B09VVF2V6R,4.977375565610861,0.0,0.0,0.0,0.8144426881687471,0.03642671070874874,0.0,0.0,0.13466160056255455,0.18399569310011368,4.464285714285714,Banana Boat,"Banana Boat Sport Ultra SPF 100 Sunscreen Spray, 6oz | Sport Sunscreen Spray SPF 100, Banana Boat Sunscreen SPF 100 Spray, High SPF Sunscreen, Water Resistant Sunscreen SPF 100, 6oz",100.0,,792,2010-09-23,2023-08-21,154.9,sunscreen; spf; broad spectrum; sun protection; uva; uvb
B005JFPGX2,1.6129032258064515,0.0,0.0,0.0,0.7982733186469196,0.01325308663918859,0.0005787037037037037,0.0,0.10078262029862152,0.1839640778579582,4.62962962962963,MISSHA,"MISSHA M PERFECT COVER BB CREAM #27 SPF 42 PA+++ 50ml-Lightweight, Multi-Function, High Coverage Makeup to help infuse moisture for firmer-looking skin with reduction in appearance of fine lines",42.0,mineral,710,2012-04-17,2023-07-02,134.5,spf; zinc oxide
B0BZZV3QKC,5.396825396825397,0.0,0.0,0.0,0.78186414381544,0.06901008491338143,0.0015578817733990142,0.0004960317460317455,0.18767331510108315,0.1836818408336555,4.464285714285714,Neutrogena,"Neutrogena Age Shield Anti-Oxidant Face Lotion Sunscreen with Broad Spectrum SPF 70, Oil-Free & Non-Comedogenic Moisturizing Sunscreen to Prevent Signs of Aging, 3 fl. oz (Pack of 2)",70.0,,2523,2010-07-18,2023-08-03,156.5,sunscreen; spf; broad spectrum; sun protection; uva; uvb
B071CGN3QM,8.21917808219178,3.4246575342465753,0.6849315068493151,0.2727272727272727,0.7993679527554106,0.01202423908713012,0.0,0.0005154639175257732,0.10083292418713,0.18356955286809445,5.154639175257732,bareMinerals,"bareMinerals Complexion Rescue Tinted Moisturizer Gel Cream Spf 30, Ginger 06, 1.18 Oz",30.0,mineral,1392,2015-02-10,2023-07-05,100.8,spf
B01A0NT3D6,3.7037037037037037,0.0,0.0,0.0,0.898837127176486,0.0831774990325414,0.006111758777499074,0.0,0.21489971771136598,0.18350124586186395,6.097560975609756,,"La Roche-Posay Anthelios Clear Skin Dry Touch Sunscreen SPF 60, Oil Free Face Sunscreen for Acne Prone Skin, Won't Cause Breakouts, Non-Greasy, Oxybenzone Free",60.0,chemical,1383,2016-04-03,2023-09-03,89.0,sunscreen; spf; sun protection
B09YZ356QW,1.9943019943019942,0.2849002849002849,0.0,0.1666666666666666,0.7409757761462479,0.023773972413104888,0.0011671741336813102,0.0,0.1242579073640428,0.18257240378454323,4.545454545454546,Maybelline New York,"Maybelline Dream Fresh Skin Hydrating BB cream, 8-in-1 Skin Perfecting Beauty Balm with Broad Spectrum SPF 30, Sheer Tint Coverage, Oil-Free, Medium/Deep, 1 Fl Oz",30.0,,2391,2012-06-23,2023-08-23,134.0,spf; broad spectrum
B001P92FMG,3.606557377049181,0.0,0.0,0.0,0.8129233080767375,0.06086288039750251,0.0008090614886731389,0.0,0.1831297415122483,0.18183518118896938,4.854368932038835,Neutrogena,"Neutrogena Sport Face Sunscreen SPF 70+, Oil-Free Facial Sunscreen Lotion with Broad Spectrum UVA/UVB Sun Protection, Sweat-Resistant & Water-Resistant, 2.5 fl. oz",70.0,chemical,989,2010-04-15,2023-09-01,160.5,sunscreen; spf; broad spectrum; sun protection; uva; uvb
B087QY5N5H,6.666666666666667,3.3333333333333335,0.0,0.0,0.9017235180825469,0.05962755808928388,0.0012820512820512814,0.0002191540653079111,0.18345761574259173,0.1815720456151066,4.273504273504273,,"EltaMD UV Daily Face Sunscreen with Zinc Oxide, SPF 40 Facial Sunscreen, Helps Hydrate Skin and Decrease Wrinkles, Lightweight Face Moisturizer Sunscreen, Absorbs into Skin Quickly, 1.7 Oz Pump",40.0,mineral,2104,2011-05-05,2023-08-31,147.9,sunscreen; spf; zinc oxide
B001F51TBI,9.95260663507109,4.739336492890995,0.0,0.0909090909090909,0.8180866595945433,0.03477646420303388,0.0,0.0,0.14556890601059436,0.18131915805879129,3.816793893129771,Olay,"Face Moisturizer by Olay Complete Lotion All Day Moisturizer with Sunscreen SPF 15 for Sensitive Skin, 6.0 fl oz (Pack of 2)",15.0,mixed,737,2009-05-05,2023-08-07,171.1,sunscreen; spf; broad spectrum; sun protection; uva; uvb; zinc oxide
B0B3NMNHQ1,8.19112627986348,4.09556313993174,0.6825938566552902,0.1538461538461538,0.7255529234651633,0.04163132298392206,0.0002903600464576073,0.0,0.1590960135396657,0.18074278419885786,4.065040650406504,Aveeno,"Aveeno Ultra-Calming Daily Facial Moisturizer for Sensitive, Dry Skin with Broad Spectrum SPF 15 Sunscreen, Feverfew & Nourishing Oat, Oil-Free and Hypoallergenic, Basic, Unscented, 4 Fl Oz",15.0,chemical,910,2009-10-07,2023-04-19,162.4,sunscreen; spf; broad spectrum; uva; uvb
B001SZ1MRQ,10.56338028169014,2.8169014084507045,0.0,0.1875,0.807734085072882,0.030597305799645615,0.0008547008547008547,0.0,0.14438046261078152,0.1805167744314126,4.273504273504273,COVERGIRL,"COVERGIRL Smoothers Lightweight BB Cream, 1 Tube (1.35 Ounce), Light to Medium 810 Skin Tones, Hydrating BB Cream with SPF 21 Sun Protection (Packaging May Vary)",21.0,,717,2011-08-26,2023-05-13,140.5,spf; broad spectrum; sun protection; uva; uvb
B09FGR6L63,10.344827586206897,0.4310344827586206,0.4310344827586206,0.0434782608695652,0.7995648518331766,0.06996223060029522,0.0,0.0025902668759811617,0.2077479429756312,0.1800866473039576,5.4945054945054945,Neutrogena,"Neutrogena Ultra Sheer Non-Greasy Sunscreen Stick for Face & Body, Broad Spectrum SPF 70 UVA/UVB Sunscreen Stick, PABA-Free, 1.5 oz",70.0,,1525,2014-02-18,2023-01-31,107.4,sunscreen; spf; broad spectrum; sun protection; uva; uvb
B0BTMMMZ22,20.0,10.0,0.0,0.0,0.9240769455261294,0.013283893395098646,0.003025549081129538,0.0,0.12412726065318541,0.17991610315817488,5.154639175257732,,Complexion Rescue Moisturizer With Hyaluronic Acid And Mineral SPF 30,30.0,mineral,1719,2015-01-25,2023-08-10,102.5,spf
B0BDW4R1B5,1.9169329073482428,1.2779552715654952,0.0,0.3636363636363636,0.7244356807229773,0.005014118488238786,0.0006574621959237342,0.0012150159208982733,0.11150926047217417,0.1796705029812423,4.273504273504273,REVLON,"Liquid Foundation by Revlon, ColorStay Face Makeup for Normal & Dry Skin, SPF 20, Longwear Medium-Full Coverage with Natural Finish, Oil Free, 600 Cinnamon, 1 Fl Oz",20.0,,1212,2011-01-15,2023-06-11,148.8,spf
B0BX593B3J,3.389830508474576,0.3389830508474576,0.0,0.0,0.6820606641068142,0.044024621781615654,0.0014177239523260282,0.0,0.17186705529331006,0.1791884064639042,4.901960784313726,Sun Bum,Sun Bum Original SPF 50 Clear Face Sunscreen with Zinc | Vegan and Hawaii 104 Reef Act Compliant (Octinoxate & Oxybenzone Free) Broad Spectrum Moisturizing UVA/UVB Sunscreen with Vitamin E | 1 Fl Oz,50.0,chemical,729,2012-08-04,2023-08-18,132.4,sunscreen; spf; broad spectrum; sun protection; uva; uvb
B0C5XCCB1Y,8.0,4.0,0.0,0.5,0.9107347540899591,0.008176006243514064,0.001181369078532627,0.0,0.11869127207942574,0.1790098897268022,5.208333333333333,,"IT Cosmetics Your Skin But Better CC+ Cream - Color Correcting Cream, Full-Coverage Foundation, Hydrating Serum & SPF 50+ Sunscreen - Natural Finish - 1.08 Fl. Oz",50.0,,2282,2013-12-17,2023-08-24,116.2,sunscreen; spf
B09DNX6J3P,3.3670033670033668,0.3367003367003366,0.0,0.0,0.6815918696012327,0.05483070744609355,0.002623325492551256,0.0003930817610062887,0.19155112682904768,0.17889308868140788,4.716981132075472,Sun Bum,Sun Bum Original SPF 30 Sunscreen Lotion | Vegan and Hawaii 104 Reef Act Compliant (Octinoxate & Oxybenzone Free) Broad Spectrum Moisturizing UVA/UVB Sunscreen with Vitamin E | 8 oz,30.0,chemical,2755,2012-06-25,2023-08-09,133.4,sunscreen; spf; broad spectrum; sun protection; uva; uvb
B09642QYTS,3.3333333333333335,1.6666666666666667,0.8333333333333334,0.6666666666666666,0.7678626929418716,0.10495476877121923,0.00046875000000000004,0.0,0.26575673158104834,0.1784522718151561,6.578947368421052,A'PIEU,A'PIEU Pure Block Tone Up Sunscreen Base SPF50+/PA+++ 50ml | Tone-Up Reef Safe Korean Sunscreen for Makeup Base,50.0,,715,2016-04-02,2023-08-31,88.9,sunscreen; spf; sun protection; reef safe
B01CQU78VK,0.0,0.0,0.0,0.0,0.9589732424347704,0.004932578653698919,0.002469135802469134,0.00032840722495894857,0.11890524865747061,0.17839810962147257,4.761904761904762,Estee Lauder,E.Lauder Double Wear Stay in Place Makeup SPF10,10.0,,1916,2009-05-05,2023-08-26,171.7,spf
B0BT9VGHD4,4.405286343612335,2.643171806167401,0.4405286343612335,0.5,0.6951853129842022,0.01106966931802,0.0015407711757269274,0.0,0.1291680979279032,0.17787247400375708,4.424778761061947,Maybelline New York,"Maybelline New York Fit Me Dewy + Smooth SPF 18 Liquid Foundation Makeup, Buff Beige, 1 Count",18.0,,2486,2011-01-05,2023-08-20,151.4,spf
